,class1,class2,path
3442,26,11,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11]"
3443,26,72,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72]"
3444,26,58,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58]"
3445,26,69,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69]"
3446,26,71,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71]"
3447,26,12,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
3448,26,31,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
3449,26,13,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 13]"
3450,26,59,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59]"
3451,26,42,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 42]"
3452,26,68,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68]"
3453,26,32,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71, 32]"
3454,26,35,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71, 35]"
3455,26,36,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 36]"
3456,26,61,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 61]"
3457,26,60,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60]"
3458,26,41,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 41]"
3459,26,67,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67]"
3460,26,39,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 71, 35, 39]"
3461,26,37,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 37]"
3462,26,62,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
3463,26,40,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 40]"
3464,26,66,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66]"
3465,26,14,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
3466,26,63,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
3467,26,17,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17]"
3468,26,65,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 65]"
3469,26,15,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
3470,26,38,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
3471,26,64,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
3472,26,18,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18]"
3473,26,16,"[26, 45, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
3474,26,19,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 19]"
3475,26,20,"[26, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 20]"
3476,27,27,[27]
3477,27,46,"[27, 46]"
3478,27,4,"[27, 46, 4]"
3479,27,45,"[27, 46, 45]"
3480,27,47,"[27, 46, 47]"
3481,27,3,"[27, 46, 45, 3]"
3482,27,26,"[27, 46, 45, 26]"
3483,27,44,"[27, 46, 45, 44]"
3484,27,5,"[27, 46, 47, 5]"
3485,27,28,"[27, 46, 47, 28]"
3486,27,48,"[27, 46, 47, 48]"
3487,27,2,"[27, 46, 45, 44, 2]"
3488,27,25,"[27, 46, 45, 44, 25]"
3489,27,43,"[27, 46, 45, 44, 43]"
3490,27,6,"[27, 46, 47, 48, 6]"
3491,27,7,"[27, 46, 47, 48, 7]"
3492,27,49,"[27, 46, 47, 48, 49]"
3493,27,1,"[27, 46, 45, 44, 43, 1]"
3494,27,79,"[27, 46, 45, 44, 43, 79]"
3495,27,8,"[27, 46, 47, 48, 49, 8]"
3496,27,9,"[27, 46, 47, 48, 49, 9]"
3497,27,29,"[27, 46, 47, 48, 49, 29]"
3498,27,50,"[27, 46, 47, 48, 49, 50]"
3499,27,24,"[27, 46, 45, 44, 43, 79, 24]"
3500,27,78,"[27, 46, 45, 44, 43, 79, 78]"
3501,27,54,"[27, 46, 47, 48, 49, 9, 54]"
3502,27,51,"[27, 46, 47, 48, 49, 50, 51]"
3503,27,22,"[27, 46, 45, 44, 43, 79, 78, 22]"
3504,27,23,"[27, 46, 45, 44, 43, 79, 78, 23]"
3505,27,34,"[27, 46, 45, 44, 43, 79, 78, 34]"
3506,27,77,"[27, 46, 45, 44, 43, 79, 78, 77]"
3507,27,53,"[27, 46, 47, 48, 49, 9, 54, 53]"
3508,27,55,"[27, 46, 47, 48, 49, 9, 54, 55]"
3509,27,52,"[27, 46, 47, 48, 49, 50, 51, 52]"
3510,27,21,"[27, 46, 45, 44, 43, 79, 78, 77, 21]"
3511,27,76,"[27, 46, 45, 44, 43, 79, 78, 77, 76]"
3512,27,30,"[27, 46, 47, 48, 49, 9, 54, 53, 30]"
3513,27,56,"[27, 46, 47, 48, 49, 9, 54, 53, 56]"
3514,27,75,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75]"
3515,27,10,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 10]"
3516,27,57,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57]"
3517,27,74,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74]"
3518,27,11,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11]"
3519,27,72,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72]"
3520,27,58,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58]"
3521,27,73,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73]"
3522,27,12,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
3523,27,31,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
3524,27,71,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71]"
3525,27,13,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 13]"
3526,27,59,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59]"
3527,27,33,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 33]"
3528,27,70,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70]"
3529,27,32,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 32]"
3530,27,35,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35]"
3531,27,36,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 36]"
3532,27,61,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 61]"
3533,27,60,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60]"
3534,27,69,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69]"
3535,27,39,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35, 39]"
3536,27,37,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 37]"
3537,27,62,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
3538,27,42,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 42]"
3539,27,68,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68]"
3540,27,14,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
3541,27,63,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
3542,27,41,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 41]"
3543,27,67,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67]"
3544,27,15,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
3545,27,38,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
3546,27,64,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
3547,27,40,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 40]"
3548,27,66,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66]"
3549,27,16,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
3550,27,65,"[27, 46, 47, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 65]"
3551,27,17,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17]"
3552,27,18,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18]"
3553,27,19,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 19]"
3554,27,20,"[27, 46, 45, 44, 43, 79, 78, 77, 76, 75, 74, 73, 70, 69, 68, 67, 66, 17, 18, 20]"
3555,28,28,[28]
3556,28,48,"[28, 48]"
3557,28,47,"[28, 47]"
3558,28,6,"[28, 48, 6]"
3559,28,7,"[28, 48, 7]"
3560,28,49,"[28, 48, 49]"
3561,28,5,"[28, 47, 5]"
3562,28,46,"[28, 47, 46]"
3563,28,8,"[28, 48, 49, 8]"
3564,28,9,"[28, 48, 49, 9]"
3565,28,29,"[28, 48, 49, 29]"
3566,28,50,"[28, 48, 49, 50]"
3567,28,4,"[28, 47, 46, 4]"
3568,28,27,"[28, 47, 46, 27]"
3569,28,45,"[28, 47, 46, 45]"
3570,28,54,"[28, 48, 49, 9, 54]"
3571,28,51,"[28, 48, 49, 50, 51]"
3572,28,3,"[28, 47, 46, 45, 3]"
3573,28,26,"[28, 47, 46, 45, 26]"
3574,28,44,"[28, 47, 46, 45, 44]"
3575,28,53,"[28, 48, 49, 9, 54, 53]"
3576,28,55,"[28, 48, 49, 9, 54, 55]"
3577,28,52,"[28, 48, 49, 50, 51, 52]"
3578,28,2,"[28, 47, 46, 45, 44, 2]"
3579,28,25,"[28, 47, 46, 45, 44, 25]"
3580,28,43,"[28, 47, 46, 45, 44, 43]"
3581,28,30,"[28, 48, 49, 9, 54, 53, 30]"
3582,28,56,"[28, 48, 49, 9, 54, 53, 56]"
3583,28,34,"[28, 48, 49, 50, 51, 52, 34]"
3584,28,1,"[28, 47, 46, 45, 44, 43, 1]"
3585,28,79,"[28, 47, 46, 45, 44, 43, 79]"
3586,28,10,"[28, 48, 49, 9, 54, 53, 56, 10]"
3587,28,57,"[28, 48, 49, 9, 54, 53, 56, 57]"
3588,28,77,"[28, 48, 49, 50, 51, 52, 34, 77]"
3589,28,78,"[28, 48, 49, 50, 51, 52, 34, 78]"
3590,28,24,"[28, 47, 46, 45, 44, 43, 79, 24]"
3591,28,11,"[28, 48, 49, 9, 54, 53, 56, 10, 11]"
3592,28,72,"[28, 48, 49, 9, 54, 53, 56, 57, 72]"
3593,28,58,"[28, 48, 49, 9, 54, 53, 56, 57, 58]"
3594,28,21,"[28, 48, 49, 50, 51, 52, 34, 77, 21]"
3595,28,76,"[28, 48, 49, 50, 51, 52, 34, 77, 76]"
3596,28,22,"[28, 48, 49, 50, 51, 52, 34, 78, 22]"
3597,28,23,"[28, 48, 49, 50, 51, 52, 34, 78, 23]"
3598,28,12,"[28, 48, 49, 9, 54, 53, 56, 10, 11, 12]"
3599,28,31,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 31]"
3600,28,71,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71]"
3601,28,13,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 13]"
3602,28,59,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59]"
3603,28,75,"[28, 48, 49, 50, 51, 52, 34, 77, 76, 75]"
3604,28,32,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 32]"
3605,28,35,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35]"
3606,28,70,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70]"
3607,28,36,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 36]"
3608,28,61,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 61]"
3609,28,60,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60]"
3610,28,74,"[28, 48, 49, 50, 51, 52, 34, 77, 76, 75, 74]"
3611,28,39,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 35, 39]"
3612,28,69,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69]"
3613,28,73,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 73]"
3614,28,37,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 37]"
3615,28,62,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62]"
3616,28,42,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 42]"
3617,28,68,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68]"
3618,28,33,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 73, 33]"
3619,28,14,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 14]"
3620,28,63,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63]"
3621,28,41,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 41]"
3622,28,67,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67]"
3623,28,15,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
3624,28,38,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
3625,28,64,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
3626,28,40,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 40]"
3627,28,66,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66]"
3628,28,16,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
3629,28,65,"[28, 48, 49, 9, 54, 53, 56, 57, 58, 59, 60, 62, 63, 64, 65]"
3630,28,17,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17]"
3631,28,18,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18]"
3632,28,19,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 19]"
3633,28,20,"[28, 48, 49, 9, 54, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 20]"
3634,29,29,[29]
3635,29,49,"[29, 49]"
3636,29,50,"[29, 50]"
3637,29,8,"[29, 49, 8]"
3638,29,9,"[29, 49, 9]"
3639,29,48,"[29, 49, 48]"
3640,29,51,"[29, 50, 51]"
3641,29,54,"[29, 49, 9, 54]"
3642,29,6,"[29, 49, 48, 6]"
3643,29,7,"[29, 49, 48, 7]"
3644,29,28,"[29, 49, 48, 28]"
3645,29,47,"[29, 49, 48, 47]"
3646,29,52,"[29, 50, 51, 52]"
3647,29,53,"[29, 50, 51, 53]"
3648,29,55,"[29, 49, 9, 54, 55]"
3649,29,5,"[29, 49, 48, 47, 5]"
3650,29,46,"[29, 49, 48, 47, 46]"
3651,29,34,"[29, 50, 51, 52, 34]"
3652,29,30,"[29, 50, 51, 53, 30]"
3653,29,56,"[29, 50, 51, 53, 56]"
3654,29,4,"[29, 49, 48, 47, 46, 4]"
3655,29,27,"[29, 49, 48, 47, 46, 27]"
3656,29,45,"[29, 49, 48, 47, 46, 45]"
3657,29,77,"[29, 50, 51, 52, 34, 77]"
3658,29,78,"[29, 50, 51, 52, 34, 78]"
3659,29,10,"[29, 50, 51, 53, 56, 10]"
3660,29,57,"[29, 50, 51, 53, 56, 57]"
3661,29,3,"[29, 49, 48, 47, 46, 45, 3]"
3662,29,26,"[29, 49, 48, 47, 46, 45, 26]"
3663,29,44,"[29, 49, 48, 47, 46, 45, 44]"
3664,29,21,"[29, 50, 51, 52, 34, 77, 21]"
3665,29,76,"[29, 50, 51, 52, 34, 77, 76]"
3666,29,22,"[29, 50, 51, 52, 34, 78, 22]"
3667,29,23,"[29, 50, 51, 52, 34, 78, 23]"
3668,29,79,"[29, 50, 51, 52, 34, 78, 79]"
3669,29,11,"[29, 50, 51, 53, 56, 10, 11]"
3670,29,72,"[29, 50, 51, 53, 56, 57, 72]"
3671,29,58,"[29, 50, 51, 53, 56, 57, 58]"
3672,29,2,"[29, 49, 48, 47, 46, 45, 44, 2]"
3673,29,25,"[29, 49, 48, 47, 46, 45, 44, 25]"
3674,29,43,"[29, 49, 48, 47, 46, 45, 44, 43]"
3675,29,75,"[29, 50, 51, 52, 34, 77, 76, 75]"
3676,29,24,"[29, 50, 51, 52, 34, 78, 79, 24]"
3677,29,12,"[29, 50, 51, 53, 56, 10, 11, 12]"
3678,29,31,"[29, 50, 51, 53, 56, 57, 72, 31]"
3679,29,71,"[29, 50, 51, 53, 56, 57, 72, 71]"
3680,29,13,"[29, 50, 51, 53, 56, 57, 58, 13]"
3681,29,59,"[29, 50, 51, 53, 56, 57, 58, 59]"
3682,29,1,"[29, 49, 48, 47, 46, 45, 44, 43, 1]"
3683,29,74,"[29, 50, 51, 52, 34, 77, 76, 75, 74]"
3684,29,32,"[29, 50, 51, 53, 56, 57, 72, 71, 32]"
3685,29,35,"[29, 50, 51, 53, 56, 57, 72, 71, 35]"
3686,29,70,"[29, 50, 51, 53, 56, 57, 72, 71, 70]"
3687,29,36,"[29, 50, 51, 53, 56, 57, 58, 59, 36]"
3688,29,61,"[29, 50, 51, 53, 56, 57, 58, 59, 61]"
3689,29,60,"[29, 50, 51, 53, 56, 57, 58, 59, 60]"
3690,29,73,"[29, 50, 51, 52, 34, 77, 76, 75, 74, 73]"
3691,29,39,"[29, 50, 51, 53, 56, 57, 72, 71, 35, 39]"
3692,29,69,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69]"
3693,29,37,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 37]"
3694,29,62,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62]"
3695,29,33,"[29, 50, 51, 52, 34, 77, 76, 75, 74, 73, 33]"
3696,29,42,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 42]"
3697,29,68,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68]"
3698,29,14,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62, 14]"
3699,29,63,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63]"
3700,29,41,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 41]"
3701,29,67,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67]"
3702,29,15,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
3703,29,38,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
3704,29,64,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
3705,29,40,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 40]"
3706,29,66,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66]"
3707,29,16,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
3708,29,65,"[29, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 64, 65]"
3709,29,17,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17]"
3710,29,18,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18]"
3711,29,19,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 19]"
3712,29,20,"[29, 50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 20]"
3713,50,50,[50]
3714,50,29,"[50, 29]"
3715,50,49,"[50, 49]"
3716,50,51,"[50, 51]"
3717,50,8,"[50, 49, 8]"
3718,50,9,"[50, 49, 9]"
3719,50,48,"[50, 49, 48]"
3720,50,52,"[50, 51, 52]"
3721,50,53,"[50, 51, 53]"
3722,50,54,"[50, 49, 9, 54]"
3723,50,6,"[50, 49, 48, 6]"
3724,50,7,"[50, 49, 48, 7]"
3725,50,28,"[50, 49, 48, 28]"
3726,50,47,"[50, 49, 48, 47]"
3727,50,34,"[50, 51, 52, 34]"
3728,50,30,"[50, 51, 53, 30]"
3729,50,56,"[50, 51, 53, 56]"
3730,50,55,"[50, 49, 9, 54, 55]"
3731,50,5,"[50, 49, 48, 47, 5]"
3732,50,46,"[50, 49, 48, 47, 46]"
3733,50,77,"[50, 51, 52, 34, 77]"
3734,50,78,"[50, 51, 52, 34, 78]"
3735,50,10,"[50, 51, 53, 56, 10]"
3736,50,57,"[50, 51, 53, 56, 57]"
3737,50,4,"[50, 49, 48, 47, 46, 4]"
3738,50,27,"[50, 49, 48, 47, 46, 27]"
3739,50,45,"[50, 49, 48, 47, 46, 45]"
3740,50,21,"[50, 51, 52, 34, 77, 21]"
3741,50,76,"[50, 51, 52, 34, 77, 76]"
3742,50,22,"[50, 51, 52, 34, 78, 22]"
3743,50,23,"[50, 51, 52, 34, 78, 23]"
3744,50,79,"[50, 51, 52, 34, 78, 79]"
3745,50,11,"[50, 51, 53, 56, 10, 11]"
3746,50,72,"[50, 51, 53, 56, 57, 72]"
3747,50,58,"[50, 51, 53, 56, 57, 58]"
3748,50,3,"[50, 49, 48, 47, 46, 45, 3]"
3749,50,26,"[50, 49, 48, 47, 46, 45, 26]"
3750,50,44,"[50, 49, 48, 47, 46, 45, 44]"
3751,50,75,"[50, 51, 52, 34, 77, 76, 75]"
3752,50,24,"[50, 51, 52, 34, 78, 79, 24]"
3753,50,43,"[50, 51, 52, 34, 78, 79, 43]"
3754,50,12,"[50, 51, 53, 56, 10, 11, 12]"
3755,50,31,"[50, 51, 53, 56, 57, 72, 31]"
3756,50,71,"[50, 51, 53, 56, 57, 72, 71]"
3757,50,13,"[50, 51, 53, 56, 57, 58, 13]"
3758,50,59,"[50, 51, 53, 56, 57, 58, 59]"
3759,50,2,"[50, 49, 48, 47, 46, 45, 44, 2]"
3760,50,25,"[50, 49, 48, 47, 46, 45, 44, 25]"
3761,50,74,"[50, 51, 52, 34, 77, 76, 75, 74]"
3762,50,1,"[50, 51, 52, 34, 78, 79, 43, 1]"
3763,50,32,"[50, 51, 53, 56, 57, 72, 71, 32]"
3764,50,35,"[50, 51, 53, 56, 57, 72, 71, 35]"
3765,50,70,"[50, 51, 53, 56, 57, 72, 71, 70]"
3766,50,36,"[50, 51, 53, 56, 57, 58, 59, 36]"
3767,50,61,"[50, 51, 53, 56, 57, 58, 59, 61]"
3768,50,60,"[50, 51, 53, 56, 57, 58, 59, 60]"
3769,50,73,"[50, 51, 52, 34, 77, 76, 75, 74, 73]"
3770,50,39,"[50, 51, 53, 56, 57, 72, 71, 35, 39]"
3771,50,69,"[50, 51, 53, 56, 57, 72, 71, 70, 69]"
3772,50,37,"[50, 51, 53, 56, 57, 58, 59, 60, 37]"
3773,50,62,"[50, 51, 53, 56, 57, 58, 59, 60, 62]"
3774,50,33,"[50, 51, 52, 34, 77, 76, 75, 74, 73, 33]"
3775,50,42,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 42]"
3776,50,68,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68]"
3777,50,14,"[50, 51, 53, 56, 57, 58, 59, 60, 62, 14]"
3778,50,63,"[50, 51, 53, 56, 57, 58, 59, 60, 62, 63]"
3779,50,41,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 41]"
3780,50,67,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67]"
3781,50,15,"[50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 15]"
3782,50,38,"[50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 38]"
3783,50,64,"[50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 64]"
3784,50,40,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 40]"
3785,50,66,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66]"
3786,50,16,"[50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 64, 16]"
3787,50,65,"[50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 64, 65]"
3788,50,17,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17]"
3789,50,18,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18]"
3790,50,19,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 19]"
3791,50,20,"[50, 51, 53, 56, 57, 72, 71, 70, 69, 68, 67, 66, 17, 18, 20]"
3792,30,30,[30]
3793,30,53,"[30, 53]"
3794,30,51,"[30, 53, 51]"
3795,30,54,"[30, 53, 54]"
3796,30,56,"[30, 53, 56]"
3797,30,50,"[30, 53, 51, 50]"
3798,30,52,"[30, 53, 51, 52]"
3799,30,9,"[30, 53, 54, 9]"
3800,30,55,"[30, 53, 54, 55]"
3801,30,10,"[30, 53, 56, 10]"
3802,30,57,"[30, 53, 56, 57]"
3803,30,29,"[30, 53, 51, 50, 29]"
3804,30,49,"[30, 53, 51, 50, 49]"
3805,30,34,"[30, 53, 51, 52, 34]"
3806,30,8,"[30, 53, 54, 9, 8]"
3807,30,11,"[30, 53, 56, 10, 11]"
3808,30,72,"[30, 53, 56, 57, 72]"
3809,30,58,"[30, 53, 56, 57, 58]"
3810,30,48,"[30, 53, 51, 50, 49, 48]"
3811,30,77,"[30, 53, 51, 52, 34, 77]"
3812,30,78,"[30, 53, 51, 52, 34, 78]"
3813,30,12,"[30, 53, 56, 10, 11, 12]"
3814,30,31,"[30, 53, 56, 57, 72, 31]"
3815,30,71,"[30, 53, 56, 57, 72, 71]"
3816,30,13,"[30, 53, 56, 57, 58, 13]"
3817,30,59,"[30, 53, 56, 57, 58, 59]"
3818,30,6,"[30, 53, 51, 50, 49, 48, 6]"
3819,30,7,"[30, 53, 51, 50, 49, 48, 7]"
3820,30,28,"[30, 53, 51, 50, 49, 48, 28]"
3821,30,47,"[30, 53, 51, 50, 49, 48, 47]"
3822,30,21,"[30, 53, 51, 52, 34, 77, 21]"
3823,30,76,"[30, 53, 51, 52, 34, 77, 76]"
3824,30,22,"[30, 53, 51, 52, 34, 78, 22]"
3825,30,23,"[30, 53, 51, 52, 34, 78, 23]"
